name,height,reach,dob,url
Felipe Silva,"6' 0""","77""","May 08, 1984",http://ufcstats.com/fighter-details/1b38a2b897f6209c
Jarjis Danho,"6' 3""","74""","Oct 15, 1983",http://ufcstats.com/fighter-details/8614b7134913f5d5
JC Cottrell,"5' 9""",--,"Nov 04, 1989",http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a
Aleksandar Rakic,"6' 4""","78""","Feb 06, 1992",http://ufcstats.com/fighter-details/333b9e5c723ac873
Bruno Silva,"6' 0""","74""","Jul 13, 1989",http://ufcstats.com/fighter-details/12ebd7d157e91701
Nick Thompson,"6' 1""","74""","Jun 23, 1981",http://ufcstats.com/fighter-details/7d3caf0f96f1b33d
Donte Johnson,"5' 8""","74""","Jan 25, 1999",http://ufcstats.com/fighter-details/ad5cb64af10fc946
John Halverson,"5' 9""",--,"Sep 08, 1972",http://ufcstats.com/fighter-details/88c8f47241d90040
Stanislav Nedkov,"5' 11""","71""","Dec 09, 1981",http://ufcstats.com/fighter-details/1d4bbaabd8b60173
Lucas Almeida,"5' 11""","71""","Jan 31, 1991",http://ufcstats.com/fighter-details/710f0f8c5d5c9d41
Kevin Rosier,"6' 4""",--,--,http://ufcstats.com/fighter-details/598a58db87b890ee
Dan Moret,"6' 0""","73""","Nov 21, 1986",http://ufcstats.com/fighter-details/66e98b3bb5fc5250
Rinya Nakamura,"5' 7""","68""","Mar 23, 1995",http://ufcstats.com/fighter-details/d8c811df0386d5e8
Brian Schwartz,"6' 3""",--,--,http://ufcstats.com/fighter-details/99c80d2bd5dbe5a9
Vinicius Oliveira,"5' 9""","70""","Nov 30, 1995",http://ufcstats.com/fighter-details/18d01f7f8338ae72
Rob Sinclair,"5' 8""",--,"Feb 20, 1980",http://ufcstats.com/fighter-details/3b65c9dd39741bc4
Sai Wang,"6' 0""",--,"Jan 14, 1986",http://ufcstats.com/fighter-details/efb9a43415a56d34
Maurice Smith,"6' 2""",--,"Dec 13, 1961",http://ufcstats.com/fighter-details/33e33d51f289d2a1
Ramazan Temirov,"5' 4""","63""","Jan 31, 1997",http://ufcstats.com/fighter-details/7d0a1968b38ca439
Danny Chavez,"5' 8""","67""","Mar 14, 1987",http://ufcstats.com/fighter-details/0de720c0f1d4ab9c
Andre Roberts,"6' 2""",--,"Feb 24, 1965",http://ufcstats.com/fighter-details/a54a35a670d8e852
Artenus Young,--,--,"Jul 16, 1980",http://ufcstats.com/fighter-details/8d4943a9ce9f521b
Dominic Brown,"5' 11""",--,"Jun 04, 1982",http://ufcstats.com/fighter-details/52b3ec072ad497a4
Leonardo Santos,"6' 0""","75""","Feb 05, 1980",http://ufcstats.com/fighter-details/9c65736747ca92ec
Jimy Hettes,"5' 9""","71""","Jun 09, 1987",http://ufcstats.com/fighter-details/893d51aaf024eddd
Antonio Dos Santos,"5' 10""",--,"Jul 21, 1988",http://ufcstats.com/fighter-details/81b8b3fb019dc69d
Grant Dawson,"5' 10""","72""","Feb 20, 1994",http://ufcstats.com/fighter-details/99bd51917728c25d
Nandor Guelmino,"6' 3""",--,"Dec 20, 1975",http://ufcstats.com/fighter-details/1abfb658cd4f8533
Iwo Baraniewski,"6' 0""","73""","Nov 20, 1998",http://ufcstats.com/fighter-details/1c23ec2f1b71be40
James Giboo,"5' 11""",--,"Jan 06, 1978",http://ufcstats.com/fighter-details/f74e037b97917027
Rose Conceicao,"4' 7""","65""","May 13, 1997",http://ufcstats.com/fighter-details/a76c07e8e4c76e9a
Motoki Miyazawa,"5' 11""",--,"Apr 23, 1985",http://ufcstats.com/fighter-details/9649d75defe0dedb
Tulio Palhares,--,--,--,http://ufcstats.com/fighter-details/e8c170a64dc920ac
Mark Hominick,"5' 8""","68""","Jul 22, 1982",http://ufcstats.com/fighter-details/0a97691039c4bbfb
Milton Vieira,"6' 0""",--,"Oct 04, 1978",http://ufcstats.com/fighter-details/7cf20446453f852b
Jesse Forbes,"6' 2""","75""","Oct 24, 1984",http://ufcstats.com/fighter-details/947eccadb72f4f6f
Koichiro Matsumoto,"5' 7""",--,"Mar 07, 1986",http://ufcstats.com/fighter-details/2fb6f197d1fbc779
Tom Niinimaki,"5' 9""","69""","Jul 25, 1982",http://ufcstats.com/fighter-details/5fceb45939fc0c8a
Roque Martinez,"5' 10""","72""","Mar 04, 1986",http://ufcstats.com/fighter-details/2c5a0b8317f8f27a
Karl Williams,"6' 3""","79""","Jan 06, 1990",http://ufcstats.com/fighter-details/d35f734c56a89103
Cory Sandhagen,"5' 11""","70""","Apr 20, 1992",http://ufcstats.com/fighter-details/65f09bacd3957381
Shanelle Dyer,"5' 6""","65""","Apr 23, 2001",http://ufcstats.com/fighter-details/cfbb3edab781dfd2
Javier Vazquez,"5' 7""","69""","Jul 16, 1977",http://ufcstats.com/fighter-details/be5cfd73617a5b1a
Joey Armstrong,--,--,--,http://ufcstats.com/fighter-details/30ad2050273d016a
Justin DeMoney,--,--,"Jul 01, 1985",http://ufcstats.com/fighter-details/985bca5a097fb3f4
Kevin Ferguson,"6' 2""","77""","Feb 08, 1974",http://ufcstats.com/fighter-details/27541033b97c076d
Marques Daniels,--,--,"Jun 14, 1978",http://ufcstats.com/fighter-details/55a80a9365bc107d
Ryan Gracie,"5' 9""",--,"Aug 14, 1974",http://ufcstats.com/fighter-details/0c3838c8f7c620c2
Anistavio Medeiros,"5' 6""",--,"May 01, 1988",http://ufcstats.com/fighter-details/2937cb502dda0808
Virgil Zwicker,"6' 2""","74""","Jun 26, 1982",http://ufcstats.com/fighter-details/0c277f3ff66b0208
Tom DeBlass,"6' 0""",--,"May 14, 1982",http://ufcstats.com/fighter-details/0bcfe2513cb3bc39
Alex Nicholson,"6' 4""","77""","May 02, 1990",http://ufcstats.com/fighter-details/2b6d855c6e280fb1
Dominick Reyes,"6' 4""","77""","Dec 26, 1989",http://ufcstats.com/fighter-details/2e19380f34871c6a
Yoshihiro Takayama,"6' 5""",--,"Sep 19, 1968",http://ufcstats.com/fighter-details/d856a0080ac09ed7
Samandar Murodov,"6' 1""","75""","Aug 28, 1999",http://ufcstats.com/fighter-details/6f4d199c0adc06f5
Josh Shockman,"6' 4""",--,"Dec 29, 1980",http://ufcstats.com/fighter-details/821cd80aab70d5f9
Sean Pierson,"6' 0""","76""","Mar 10, 1976",http://ufcstats.com/fighter-details/0d506315895efffc
Alex Soto,"5' 8""",--,"Feb 15, 1984",http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d
Jin Bala,"5' 9""",--,--,http://ufcstats.com/fighter-details/371efa53bd0cf669
Pat Miletich,"5' 10""",--,"Mar 09, 1968",http://ufcstats.com/fighter-details/cedfdf8d423d500c
Krishaun Gilmore,--,--,--,http://ufcstats.com/fighter-details/10ccdcd14c3dfcf1
Jamie Houston,--,--,--,http://ufcstats.com/fighter-details/4b1896310a907656
Norifumi Yamamoto,"5' 4""","66""","Mar 15, 1977",http://ufcstats.com/fighter-details/4834ff149dc9542a
John Albert,"5' 8""","68""","Oct 13, 1986",http://ufcstats.com/fighter-details/7bd94b60d7521e4a
Phil Rowe,"6' 3""","80""","Jul 18, 1990",http://ufcstats.com/fighter-details/8e382b585a92affe
David Douglas,"5' 11""",--,"Aug 16, 1981",http://ufcstats.com/fighter-details/7cf0944b88966118
Jon Fitch,"6' 0""","74""","Feb 24, 1978",http://ufcstats.com/fighter-details/6f018c039b4d5d80
Charlie Kohler,"5' 9""",--,"Jul 16, 1976",http://ufcstats.com/fighter-details/5717efc6f271cd52
Anthony Smith,"6' 4""","76""","Jul 26, 1988",http://ufcstats.com/fighter-details/d4c9dcd330403612
Shannon Gugerty,"5' 10""","71""","Dec 30, 1981",http://ufcstats.com/fighter-details/9f1641c08cf8fbe2
Paul Taylor,"6' 0""","72""","Dec 15, 1979",http://ufcstats.com/fighter-details/9b74de674c355425
Kelvin Gastelum,"5' 9""","71""","Oct 24, 1991",http://ufcstats.com/fighter-details/8c0580d4fff106c1
David Gardner,"5' 11""",--,"May 17, 1977",http://ufcstats.com/fighter-details/70167689d6a01793
Yazan Hajeh,"5' 9""",--,"Sep 04, 1992",http://ufcstats.com/fighter-details/4955c524c2a71469
Scott Jorgensen,"5' 5""","66""","Sep 17, 1982",http://ufcstats.com/fighter-details/0b64d0fed453ef7f
Mike Whitehead,"6' 1""",--,"Jun 29, 1981",http://ufcstats.com/fighter-details/22d1e00e1aabb7c9
CB Dollaway,"6' 2""","76""","Aug 10, 1983",http://ufcstats.com/fighter-details/5d7bdab5e03e3216
Edwin Aguilar,"5' 10""",--,"Jan 01, 1972",http://ufcstats.com/fighter-details/6cadc0a0ba7dc015
Dave Dalgliesh,"6' 2""",--,"Apr 05, 1978",http://ufcstats.com/fighter-details/ddbd0d6259ce57cc
Alessio Sakara,"6' 0""","72""","Sep 02, 1981",http://ufcstats.com/fighter-details/7f955f71fa2ce7ac
Semmy Schilt,"6' 10""",--,"Oct 27, 1973",http://ufcstats.com/fighter-details/d5ed14b2153c6ed2
Danilo Belluardo,"6' 0""","74""","Jul 21, 1994",http://ufcstats.com/fighter-details/c3f6db17cea09ca7
Muslim Salikhov,"5' 11""","70""","Jun 09, 1984",http://ufcstats.com/fighter-details/447f9858ae78f921
Josh San Diego,"5' 10""",--,--,http://ufcstats.com/fighter-details/983e281d257c24dc
Murad Chunkaiev,"5' 11""",--,--,http://ufcstats.com/fighter-details/d4a12dfa4067742f
Tim Credeur,"6' 3""","75""","Jul 09, 1977",http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d
Greg Rebello,"6' 0""","73""","Jun 13, 1982",http://ufcstats.com/fighter-details/49d78120e0a4f607
Charon Spain,"5' 9""",--,"Mar 11, 1988",http://ufcstats.com/fighter-details/c278e8843b8abfec
Ilir Latifi,"5' 10""","73""","Jul 28, 1982",http://ufcstats.com/fighter-details/e9a3aeb207578eea
Zach Rosol,--,--,--,http://ufcstats.com/fighter-details/208b6926916867c7
Carlos Huachin,"5' 4""","67""","Jun 04, 1996",http://ufcstats.com/fighter-details/225def29ecfe0fc1
Augusto Sakai,"6' 3""","77""","May 09, 1991",http://ufcstats.com/fighter-details/441eacbe20e0e80b
Jeri Sitzes,"5' 5""",--,--,http://ufcstats.com/fighter-details/44a1dd0ef4373edc
Enrique Barzola,"5' 7""","70""","Apr 28, 1989",http://ufcstats.com/fighter-details/be0b310a12eb80b4
Karla Benitez,"5' 3""",--,"Feb 15, 1979",http://ufcstats.com/fighter-details/6104730621ff318d
Justin Tafa,"6' 0""","74""","Dec 13, 1993",http://ufcstats.com/fighter-details/e13abac8089a801a
Israel Albuquerque,--,--,--,http://ufcstats.com/fighter-details/dd1b90eea08887f6
Billy Giovanella,"5' 8""",--,"Aug 20, 1985",http://ufcstats.com/fighter-details/c1ea31a904fe08a9
Rich Attonito,"5' 10""","72""","Jun 16, 1977",http://ufcstats.com/fighter-details/210935fd21670f6d
Matt Sayles,"5' 7""","68""","Feb 21, 1994",http://ufcstats.com/fighter-details/5b8ba8f5512893b1
Brendan Seguin,"6' 0""",--,"Jul 03, 1976",http://ufcstats.com/fighter-details/e4bb7e483c4ad318
Joseph Gigliotti,"5' 11""",--,"Aug 13, 1993",http://ufcstats.com/fighter-details/83825fad27ab3581
Jesse Jones,"5' 9""",--,--,http://ufcstats.com/fighter-details/bc0f994de0521926
Anthony Taylor,"5' 7""",--,--,http://ufcstats.com/fighter-details/637a4d8825464c62
Luke Cummo,"6' 0""","74""","Apr 27, 1980",http://ufcstats.com/fighter-details/93ce4ac89e3d7652
Luke Stewart,"5' 11""",--,--,http://ufcstats.com/fighter-details/27b1a406ac171b19
Crafton Wallace,"6' 0""",--,"Nov 10, 1975",http://ufcstats.com/fighter-details/bf41b5131545da12
Damian Stasiak,"5' 5""","70""","Feb 20, 1990",http://ufcstats.com/fighter-details/42a7e90605df3c8a
Eric Jacob,--,--,--,http://ufcstats.com/fighter-details/ba17afef01ed78b6
Mariya Agapova,"5' 6""","68""","Apr 07, 1997",http://ufcstats.com/fighter-details/a08ddd04eaffd81d
Adam Wieczorek,"6' 5""","81""","Feb 05, 1992",http://ufcstats.com/fighter-details/efa1f6b42c86793c
Josh Parisian,"6' 4""","79""","Jun 28, 1989",http://ufcstats.com/fighter-details/b5da8f7d05e85a55
Mounir Lazzez,"6' 1""","76""","Nov 16, 1987",http://ufcstats.com/fighter-details/49ee5024966efc0d
Isi Fitikefu,"5' 10""",--,--,http://ufcstats.com/fighter-details/b8dc5fbf8338adc5
Alan Baudot,"6' 3""","79""","Feb 01, 1988",http://ufcstats.com/fighter-details/c9a94278df042f46
Pat Pytlik,"6' 0""","73""","Apr 24, 1989",http://ufcstats.com/fighter-details/4fd140eea593526e
Joaquin Buckley,"5' 10""","76""","Apr 27, 1994",http://ufcstats.com/fighter-details/b9437600497350f3
Zelg Galesic,"6' 2""",--,"Feb 16, 1979",http://ufcstats.com/fighter-details/8a1b4330c7957961
Mark Bocek,"5' 8""","75""","Oct 24, 1981",http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce
Trey Houston,"5' 11""",--,"Jun 08, 1988",http://ufcstats.com/fighter-details/c6668eeb261588d3
Devin Johnson,--,--,--,http://ufcstats.com/fighter-details/22f4b6cb6b1bd7fd
Leonardo Morales,"5' 8""",--,"Dec 22, 1992",http://ufcstats.com/fighter-details/45230be0641f3f53
Petr Yan,"5' 7""","67""","Feb 11, 1993",http://ufcstats.com/fighter-details/d661ce4da776fc20
Rashid Magomedov,"5' 9""","70""","Nov 29, 1984",http://ufcstats.com/fighter-details/7ea1f74cef32f906
Gerald Meerschaert,"6' 1""","77""","Dec 18, 1987",http://ufcstats.com/fighter-details/6ac9bc2953c47345
Bill Duvall,"6' 2""",--,--,http://ufcstats.com/fighter-details/7df4d3c38792b083
Harris Sarmiento,"5' 9""",--,"Sep 09, 1983",http://ufcstats.com/fighter-details/026b4f7049085842
Tommy Petersen,--,--,--,http://ufcstats.com/fighter-details/7aabd61419f747d1
Takeshi Inoue,"5' 8""",--,"Mar 18, 1980",http://ufcstats.com/fighter-details/a61a0cd2829e5d4e
Jamie Moyle,"5' 1""","65""","Mar 17, 1989",http://ufcstats.com/fighter-details/882d62561063a927
Helena Crevar,--,--,--,http://ufcstats.com/fighter-details/a8c3ce469cb8b130
Milco Voorn,--,--,--,http://ufcstats.com/fighter-details/277ffed20cf07aea
Edson Barboza,"5' 11""","75""","Jan 21, 1986",http://ufcstats.com/fighter-details/64a50dad704d1d49
Scott Smith,"6' 0""","70""","May 21, 1979",http://ufcstats.com/fighter-details/3410cf010558dc8b
Khamzat Chimaev,"6' 2""","75""","May 01, 1994",http://ufcstats.com/fighter-details/767755fd74662dbf
Denis Tiuliulin,"6' 1""","77""","May 17, 1988",http://ufcstats.com/fighter-details/0112352cb32f5026
Gary Padilla,"5' 11""",--,"May 04, 1980",http://ufcstats.com/fighter-details/01dd4cdc2446f665
Marco Tulio,"6' 0""","74""","Jun 13, 1994",http://ufcstats.com/fighter-details/9384e71bca6c409d
Caol Uno,"5' 7""","70""","May 08, 1975",http://ufcstats.com/fighter-details/eb1723480fa2f96c
Daichi Kamiya,"5' 8""","68""","Apr 19, 1999",http://ufcstats.com/fighter-details/a497e228cce8a64f
Brandon Shuey,"5' 7""",--,"Feb 01, 1976",http://ufcstats.com/fighter-details/585f9ffdb0cd0466
Pat Benson,"5' 9""",--,"Jul 14, 1974",http://ufcstats.com/fighter-details/a25f3dc0df974597
Alton Cunningham,"6' 2""","77""","Jun 24, 1993",http://ufcstats.com/fighter-details/305bde44ff664788
Kyle Driscoll,"5' 11""","74""","Sep 23, 1994",http://ufcstats.com/fighter-details/e5e148d4363deff8
Brooke Mayo,"5' 7""",--,--,http://ufcstats.com/fighter-details/1b41c21d947d6f2f
Kyle Reyes,"5' 8""",--,--,http://ufcstats.com/fighter-details/7333d6e0f6428acb
Kai Asakura,"5' 8""","69""","Oct 31, 1993",http://ufcstats.com/fighter-details/d33da8a3d82bdb62
Dustin Neace,"5' 9""","69""","Sep 12, 1986",http://ufcstats.com/fighter-details/e503aa5c252a1b4d
Stipe Miocic,"6' 4""","80""","Aug 19, 1982",http://ufcstats.com/fighter-details/d28dee5c705991df
Willie Peeters,"5' 9""",--,"Oct 26, 1965",http://ufcstats.com/fighter-details/e7bfdb5e0112891e
Hiroko Yamanaka,"5' 11""",--,"Oct 24, 1978",http://ufcstats.com/fighter-details/283645128ae57eda
Andy Uhrich,"6' 0""",--,--,http://ufcstats.com/fighter-details/4a1a492f299581d9
Will Kerr,"5' 10""","69""","Oct 21, 1982",http://ufcstats.com/fighter-details/ef61d9f5176b3200
Emily Fernandez,--,--,--,http://ufcstats.com/fighter-details/7ee1babb99f30115
Lu Kai,"5' 9""","69""","Mar 01, 1994",http://ufcstats.com/fighter-details/a2d23e684b3db732
Jeff Hughes,"6' 2""","77""","May 17, 1988",http://ufcstats.com/fighter-details/6a11e325aa60ad02
Dominic Waters,"6' 1""","79""","Apr 11, 1989",http://ufcstats.com/fighter-details/2de91c2244ad7e89
Dan Bobish,"6' 2""",--,"Jan 26, 1970",http://ufcstats.com/fighter-details/f348d05403fad037
Delson Heleno,"5' 11""",--,"Nov 16, 1977",http://ufcstats.com/fighter-details/970beed85bc46b63
Motonobu Tezuka,"5' 7""",--,"Aug 29, 1987",http://ufcstats.com/fighter-details/d34636a85f0f4c90
Tony DeSouza,"6' 0""","70""","Jul 26, 1974",http://ufcstats.com/fighter-details/6ad9058b7c7898b0
Leonard Garcia,"5' 10""","68""","Jul 14, 1979",http://ufcstats.com/fighter-details/917e53fa0adea0d3
Bassil Hafez,"5' 11""","72""","Jan 31, 1992",http://ufcstats.com/fighter-details/f4d92416da98804b
Kiran Singh,"5' 1""","65""","Jul 25, 2000",http://ufcstats.com/fighter-details/f985ca2370a37078
Coty Wheeler,"5' 6""","67""","Oct 11, 1978",http://ufcstats.com/fighter-details/e57f0b06ea39e360
TJ Grant,"5' 10""","72""","Feb 26, 1984",http://ufcstats.com/fighter-details/a26198ba5093147e
Rob Emerson,"5' 9""","70""","Jul 30, 1981",http://ufcstats.com/fighter-details/dc0f07928009a127
Jordan Leavitt,"5' 9""","71""","Jun 02, 1995",http://ufcstats.com/fighter-details/ac026518a9b4dc0f
John Richard,--,--,"May 22, 1982",http://ufcstats.com/fighter-details/b3e5a460b6851080
Pawan Maan,"5' 7""","70""","Apr 06, 1986",http://ufcstats.com/fighter-details/450bacdacd706bcd
Vladimir Matyushenko,"6' 0""","74""","Jan 04, 1971",http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6
Jay Silva,"6' 2""",--,"May 25, 1981",http://ufcstats.com/fighter-details/53bb0d40905b87c0
Daron Cruickshank,"5' 8""","72""","Jun 11, 1985",http://ufcstats.com/fighter-details/5f99b2bafb10305f
Ryan Bader,"6' 2""","74""","Jun 07, 1983",http://ufcstats.com/fighter-details/c0ab242c40decc55
Keisuke Fujiwara,"5' 6""",--,"Sep 17, 1982",http://ufcstats.com/fighter-details/ccd58ff71e260ed5
Bryan Barberena,"6' 0""","72""","May 03, 1989",http://ufcstats.com/fighter-details/a331233f597090a5
Joey Gilbert,"5' 11""",--,"Jun 05, 1976",http://ufcstats.com/fighter-details/6bb1d2b714d4b3bc
Adrienna Jenkins,"5' 8""",--,"Jul 22, 1981",http://ufcstats.com/fighter-details/dae85a6a83f53215
Steve Hadsel,"5' 8""",--,--,http://ufcstats.com/fighter-details/99793cf88c5adeee
Hyeonjong Song,--,--,"Apr 23, 2002",http://ufcstats.com/fighter-details/c5dc1bf9b78f262c
Jared Vanderaa,"6' 4""","80""","May 12, 1992",http://ufcstats.com/fighter-details/2b68d9f125d07b42
James Moontasri,"5' 10""","71""","Apr 10, 1988",http://ufcstats.com/fighter-details/c06a9b48d4132c8e
Sheila Gaff,"5' 5""",--,"Dec 29, 1989",http://ufcstats.com/fighter-details/837d30395faca41e
Victor Dias,"5' 6""","69""","Dec 26, 1990",http://ufcstats.com/fighter-details/f7202b3130421d27
Chris Sanford,"5' 11""",--,"Mar 12, 1968",http://ufcstats.com/fighter-details/29f935654825331b
Wang Guan,"5' 9""","71""","Mar 14, 1986",http://ufcstats.com/fighter-details/dd12382f28296f7b
Satoru Kitaoka,"5' 6""",--,"Feb 04, 1980",http://ufcstats.com/fighter-details/e2ac5bb645f33088
Morgan Charriere,"5' 8""","69""","Oct 26, 1995",http://ufcstats.com/fighter-details/5b03b61f9d90125e
Efrain Escudero,"5' 9""","71""","Jan 15, 1986",http://ufcstats.com/fighter-details/83fd97284f4bb4a4
Luis Gomez,"5' 7""","68""","Jan 28, 1995",http://ufcstats.com/fighter-details/513e84bfe65ff509
Masuto Kawana,"5' 6""","69""","Jan 30, 1995",http://ufcstats.com/fighter-details/49f4171f14f54220
Casey Kenney,"5' 7""","68""","Mar 20, 1991",http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07
Hector Lombard,"5' 9""","71""","Feb 02, 1978",http://ufcstats.com/fighter-details/db1f2ed63b54b9a7
Ruan Potts,"6' 2""","75""","Feb 23, 1978",http://ufcstats.com/fighter-details/7e208569469c8bc8
James Wilks,"6' 1""","75""","May 04, 1978",http://ufcstats.com/fighter-details/852454c572675334
Brandon Lewis,"5' 4""","70""","Aug 02, 1997",http://ufcstats.com/fighter-details/6623cb1c27025634
Anthony Morrison,"5' 7""",--,"Mar 29, 1984",http://ufcstats.com/fighter-details/dab0e6cb8c932162
Roy Jones,--,--,"Oct 26, 1983",http://ufcstats.com/fighter-details/be8dfcf0442812b1
James Wade,"5' 10""",--,"Feb 08, 1972",http://ufcstats.com/fighter-details/6291decf7f3b6608
Wanderlei Silva,"5' 11""","74""","Jul 03, 1976",http://ufcstats.com/fighter-details/a1f6999fe57236e0
Manon Fiorot,"5' 7""","65""","Feb 17, 1990",http://ufcstats.com/fighter-details/34ff304266360297
Ken Stone,"5' 8""","71""","Oct 08, 1982",http://ufcstats.com/fighter-details/fbf0947399d14323
Eryk Anders,"6' 1""","75""","Apr 21, 1987",http://ufcstats.com/fighter-details/cad24459b28592ca
Nick Garcia,"5' 4""",--,--,http://ufcstats.com/fighter-details/8a04d94dfcfab159
Dequan Townsend,"6' 3""","79""","May 11, 1986",http://ufcstats.com/fighter-details/3f7dab21b6c971bc
Chris Mickle,"5' 9""",--,"Jul 10, 1983",http://ufcstats.com/fighter-details/f903967fd320da38
Alexander Yakovlev,"6' 3""","74""","Jul 18, 1984",http://ufcstats.com/fighter-details/d06f8869449ba7bd
Jacob Malkoun,"5' 9""","73""","Aug 26, 1995",http://ufcstats.com/fighter-details/d4270315cbcf2569
Mikey Burnett,"5' 6""",--,"Apr 12, 1974",http://ufcstats.com/fighter-details/4c805f5f58a75df0
Rizvan Kuniev,"6' 4""","76""","Mar 10, 1992",http://ufcstats.com/fighter-details/739fd4fbb5d862f4
Scott Norton,"5' 10""",--,"Mar 15, 1973",http://ufcstats.com/fighter-details/f21a3d68fb9df387
Shawn Bunch,"5' 5""",--,"Mar 19, 1983",http://ufcstats.com/fighter-details/6e9af164ab91a229
Dave Martin,"6' 0""",--,--,http://ufcstats.com/fighter-details/92c96df8bdab5fea
Michel Batista,"6' 3""",--,"Apr 20, 1984",http://ufcstats.com/fighter-details/34218661c44ed55d
Rolando Delgado,"6' 3""","77""","Nov 22, 1981",http://ufcstats.com/fighter-details/37b1696e6d115957
Drew Dimanlig,--,--,--,http://ufcstats.com/fighter-details/cc2ad11b1f9d818b
David Gomez,--,--,"Aug 08, 1983",http://ufcstats.com/fighter-details/489413d3be819647
Jonathan  Mix,"6' 0""",--,"Nov 09, 1980",http://ufcstats.com/fighter-details/f64e4ecd214c6378
Reuben Duran,"5' 7""","71""","Jul 02, 1983",http://ufcstats.com/fighter-details/4417980b3e798abf
Raheam Forest,"5' 11""","73""","Jul 11, 1997",http://ufcstats.com/fighter-details/90390dd1b0791e7f
Zachary Micklewright,"6' 0""","74""","Aug 21, 1976",http://ufcstats.com/fighter-details/a36a14985a57a1c6
Luis Ramos,"5' 8""",--,"Jan 18, 1981",http://ufcstats.com/fighter-details/7bc475b0fc2020ab
Pete Rogers Jr.,"6' 0""",--,--,http://ufcstats.com/fighter-details/36f3d235493d35ad
