name,record,height,weight,reach,stance,dob,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,url
Sanford Alton Meeks,1-1-0,"6' 5""",265 lbs.,"75""",Orthodox,"Apr 05, 1994",:0.71,:42%,:4.47,:38%,:7.06,:25%,:0%,:0.0,http://ufcstats.com/fighter-details/27c59ac201539d10
Nicolas Dalby,23-6-1 (2 NC),"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984",:4.05,:43%,:3.69,:52%,:0.98,:27%,:58%,:0.1,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8
Keith Rockel,12-4-1,"6' 0""",185 lbs.,--,Orthodox,"Aug 28, 1965",:1.13,:73%,:0.21,:66%,:4.63,:75%,:100%,:4.6,http://ufcstats.com/fighter-details/c75b99887c8c3f5a
Frank Megallon,2-3-0,"5' 10""",185 lbs.,--,Southpaw,--,:1.14,:21%,:5.32,:54%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/c0a93b52096b7682
Wagner Silva,6-3-0,"6' 0""",170 lbs.,--,Orthodox,"Feb 07, 1987",:1.69,:29%,:2.87,:65%,:0.00,:0%,:58%,:0.0,http://ufcstats.com/fighter-details/fb79582c410d049e
Jamie Mullarkey,18-8-0,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",:4.20,:46%,:4.34,:54%,:2.40,:29%,:78%,:0.1,http://ufcstats.com/fighter-details/af9f42e6894047fc
Namsrai Batbayar,9-1-0,"5' 4""",125 lbs.,"68""",Orthodox,"Dec 29, 2000",:3.50,:39%,:3.58,:45%,:2.15,:25%,:0%,:1.1,http://ufcstats.com/fighter-details/e1f8beeb6d2d871a
Jesse Finney,5-1-0,"6' 0""",170 lbs.,--,,"Jul 11, 1974",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/0496cdac0bc9edd8
Nina Nunes,11-7-0,"5' 5""",125 lbs.,"64""",Orthodox,"Dec 03, 1985",:4.39,:45%,:3.47,:55%,:0.24,:33%,:73%,:0.5,http://ufcstats.com/fighter-details/d343df8ba11f4c4e
Cezar Ferreira,13-8-0,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985",:1.90,:42%,:2.44,:53%,:2.69,:53%,:84%,:0.5,http://ufcstats.com/fighter-details/dbc17725b887860a
Collin Hart,6-3-1,"6' 1""",185 lbs.,--,Orthodox,"Oct 12, 1989",:6.33,:44%,:7.53,:51%,:2.00,:16%,:50%,:0.0,http://ufcstats.com/fighter-details/16bf6a73bdd302cd
Jared Gordon,21-8-0 (1 NC),"5' 9""",155 lbs.,"68""",Orthodox,"Sep 06, 1988",:5.64,:53%,:4.14,:55%,:1.78,:32%,:60%,:0.0,http://ufcstats.com/fighter-details/7026eca45f65377b
Viscardi Andrade,19-6-0,"5' 11""",170 lbs.,"75""",Orthodox,"Mar 08, 1984",:3.26,:42%,:2.77,:63%,:1.93,:50%,:66%,:0.3,http://ufcstats.com/fighter-details/d221ee27afc7a60e
Lukasz Les,8-3-0,--,170 lbs.,--,,"Nov 05, 1981",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f
Khomkrit Niimi,6-10-0,"5' 2""",125 lbs.,--,,--,:0.00,:0%,:5.73,:44%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/52a003d768f10d91
Aleksei Oleinik,60-17-1,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",:3.29,:48%,:3.80,:44%,:1.82,:46%,:37%,:1.9,http://ufcstats.com/fighter-details/98c23cb6da5b3352
Travis Browne,18-7-1,"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982",:2.93,:41%,:4.31,:42%,:1.21,:68%,:75%,:0.2,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Jared Papazian,20-13-0 (1 NC),"5' 8""",135 lbs.,"67""",Southpaw,"Feb 01, 1988",:3.33,:39%,:3.81,:44%,:0.00,:0%,:50%,:0.0,http://ufcstats.com/fighter-details/edad57b3dddf2168
Billy Vaughan,12-17-0,"5' 6""",155 lbs.,--,,"Dec 02, 1983",:0.00,:0%,:1.36,:50%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/61428ed51f5ff465
Rubens Xavier,5-3-0,"6' 3""",220 lbs.,--,Orthodox,"Sep 08, 1974",:0.77,:42%,:1.82,:21%,:2.10,:40%,:25%,:1.1,http://ufcstats.com/fighter-details/e6dac752a2418a88
Scott Norton,7-1-0,"5' 10""",170 lbs.,--,Orthodox,"Mar 15, 1973",:0.67,:30%,:0.34,:60%,:2.52,:25%,:0%,:0.0,http://ufcstats.com/fighter-details/f21a3d68fb9df387
Kaloyan Kolev,10-1-0,"6' 2""",205 lbs.,"73""",Orthodox,"Oct 17, 1992",:1.12,:45%,:4.49,:42%,:10.11,:60%,:0%,:0.0,http://ufcstats.com/fighter-details/33de378ce1734638
Claudionor Fontinelle,10-15-1,"5' 5""",185 lbs.,--,Orthodox,--,:2.62,:42%,:10.25,:28%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/7a82635ffa9b59fe
Randa Markos,11-12-1,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",:2.97,:43%,:3.10,:58%,:1.12,:28%,:52%,:0.2,http://ufcstats.com/fighter-details/4a57ebb14315b251
Mridul Saikia,8-1-0,"5' 7""",125 lbs.,"68""",Orthodox,"May 09, 1997",:0.91,:28%,:2.74,:36%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/96c76dd695eb3b88
Johnny Rees,13-5-0 (1 NC),"6' 0""",170 lbs.,--,Orthodox,"Oct 21, 1982",:3.29,:64%,:0.84,:47%,:1.15,:25%,:50%,:0.0,http://ufcstats.com/fighter-details/3ba3b5cc94498437
Patrik White,9-2-0,"6' 0""",155 lbs.,"72""",Orthodox,"Jun 11, 1993",:9.77,:49%,:6.28,:60%,:0.00,:0%,:50%,:0.0,http://ufcstats.com/fighter-details/4debc6c4c6249690
Hans Nijman,9-7-0,"6' 0""",250 lbs.,--,Switch,"Oct 23, 1959",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/4956f60b7fa57c1a
Gregor Gillespie,14-1-0,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",:3.74,:52%,:2.30,:57%,:6.86,:48%,:100%,:0.8,http://ufcstats.com/fighter-details/84ff027394f7e470
Arnold Allen,20-3-0,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994",:3.45,:41%,:2.88,:61%,:0.93,:47%,:75%,:0.3,http://ufcstats.com/fighter-details/040a74bb0a465c54
Sarah Kaufman,18-4-0 (1 NC),"5' 5""",135 lbs.,"66""",Orthodox,"Sep 20, 1985",:6.65,:46%,:4.00,:62%,:0.38,:57%,:81%,:0.0,http://ufcstats.com/fighter-details/36df8e119aec6175
Davi Ramos,10-4-0,"5' 6""",155 lbs.,"70""",Orthodox,"Nov 05, 1986",:2.64,:37%,:3.44,:56%,:1.95,:40%,:83%,:0.6,http://ufcstats.com/fighter-details/0052de90691d4a93
Eric Shelton,12-6-0,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991",:2.57,:42%,:1.88,:63%,:2.83,:51%,:46%,:0.2,http://ufcstats.com/fighter-details/a0c64f272b65d441
Valentina Shevchenko,25-4-1,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",:3.14,:52%,:2.06,:63%,:2.62,:60%,:75%,:0.3,http://ufcstats.com/fighter-details/132deb59abae64b1
Harry Moskowitz,6-12-0,"6' 5""",275 lbs.,--,Orthodox,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/4dc496aa0cfc0d95
Ken Kaneko,0-3-0,"6' 0""",161 lbs.,--,Orthodox,"Oct 19, 1976",:0.00,:0%,:0.94,:42%,:0.00,:0%,:0%,:3.5,http://ufcstats.com/fighter-details/5345f86680378fc1
Slim Trabelsi,5-0-0,"6' 3""",235 lbs.,--,,"May 09, 1993",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/ff2ec83f44000f78
Ian McCall,13-5-1,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984",:3.59,:39%,:3.25,:67%,:2.08,:30%,:88%,:0.0,http://ufcstats.com/fighter-details/701e057d63c124d9
Bec Rawlings,7-8-0,"5' 6""",125 lbs.,"64""",Orthodox,"Feb 11, 1989",:4.48,:42%,:5.66,:57%,:0.71,:40%,:68%,:0.4,http://ufcstats.com/fighter-details/907e60fd13407e1e
Mateo Vogel,8-3-0,"5' 8""",145 lbs.,"71""",Orthodox,"Mar 05, 1996",:4.47,:46%,:2.87,:65%,:1.00,:16%,:0%,:0.0,http://ufcstats.com/fighter-details/90b57b19d20e1969
Daniel Roberts,15-7-0,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 05, 1980",:0.73,:20%,:2.27,:46%,:2.46,:44%,:40%,:2.5,http://ufcstats.com/fighter-details/22edaf53ad59a967
Dan Molina,13-9-0,"5' 10""",216 lbs.,--,,"Jun 14, 1984",:0.00,:0%,:5.58,:60%,:0.00,:0%,:0%,:20.9,http://ufcstats.com/fighter-details/606136dee6f6ecea
David Zawada,17-7-0,"6' 0""",170 lbs.,"75""",Orthodox,"Aug 01, 1990",:3.84,:41%,:4.54,:55%,:0.97,:33%,:57%,:1.7,http://ufcstats.com/fighter-details/3bb2dc8e87b10a46
Jacob Volkmann,19-7-0,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980",:1.19,:34%,:1.78,:52%,:3.19,:48%,:52%,:2.0,http://ufcstats.com/fighter-details/6f81b6de2557739a
Travis Calanoc,5-1-0,"5' 8""",145 lbs.,--,Orthodox,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/90d28fee0af74f2d
Roger Carroll,16-14-0,"5' 10""",170 lbs.,--,,--,:7.62,:61%,:10.48,:43%,:0.00,:0%,:100%,:0.0,http://ufcstats.com/fighter-details/572a89dbe1f76761
John Lober,5-9-4,"5' 11""",199 lbs.,--,Orthodox,"Feb 26, 1968",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/31652c9267606d54
Kyung Ho Kang,19-11-0 (1 NC),"5' 9""",135 lbs.,"73""",Orthodox,"Sep 09, 1987",:3.13,:47%,:3.32,:54%,:1.97,:50%,:68%,:0.8,http://ufcstats.com/fighter-details/a7897d200692ab64
Edmen Shahbazyan,16-5-0,"6' 2""",185 lbs.,"75""",Orthodox,"Nov 20, 1997",:3.80,:48%,:3.60,:49%,:1.62,:37%,:66%,:0.4,http://ufcstats.com/fighter-details/4144798612ef96e5
Cezary Oleksiejczuk,16-3-0,"6' 3""",185 lbs.,"75""",Southpaw,"Jan 06, 2000",:28.33,:100%,:0.00,:100%,:0.00,:0%,:100%,:0.0,http://ufcstats.com/fighter-details/084532da3d25f3b8
Bibulatov Magomed,14-2-0,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",:3.60,:51%,:1.83,:52%,:2.85,:40%,:75%,:0.0,http://ufcstats.com/fighter-details/87f19d19f4cb73f8
Clay Harvison,13-6-0,"6' 1""",170 lbs.,"74""",Orthodox,"Sep 25, 1980",:3.29,:48%,:3.91,:58%,:0.66,:100%,:68%,:1.3,http://ufcstats.com/fighter-details/83a477a7dba1ca58
Ricardo Prasel,10-2-0,"6' 7""",238 lbs.,"78""",Orthodox,"Jun 02, 1990",:2.21,:57%,:7.83,:37%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/b51d0ed3782a1bf5
JW Wright,1-0-0,--,130 lbs.,--,,"Jan 12, 1976",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/2a0b19a96f848eff
Andy Enz,10-4-0,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991",:3.51,:23%,:5.32,:57%,:0.00,:0%,:58%,:0.0,http://ufcstats.com/fighter-details/993d385f5a475375
Johnny Rhodes,2-1-0,"6' 0""",210 lbs.,--,Orthodox,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/319fa1bd3176bded
Gareth Joseph,9-5-0,--,205 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/8ecb9f42da5ef5ac
Aspen Ladd,9-3-0,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995",:3.78,:47%,:4.65,:47%,:1.56,:47%,:62%,:0.6,http://ufcstats.com/fighter-details/d4691518d012b9e7
Rinya Nakamura,10-1-0,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 23, 1995",:3.27,:52%,:1.72,:63%,:2.58,:81%,:100%,:1.4,http://ufcstats.com/fighter-details/d8c811df0386d5e8
Guilherme Viana,7-3-0,"6' 4""",205 lbs.,--,,--,:2.92,:40%,:2.72,:59%,:1.20,:66%,:77%,:0.0,http://ufcstats.com/fighter-details/393b8e03fb410a78
Elizeu Zaleski dos Santos,25-10-1,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 11, 1986",:4.16,:41%,:3.56,:55%,:0.79,:20%,:67%,:0.4,http://ufcstats.com/fighter-details/8adcbd525fab8d9b
Renato Sobral,37-11-0,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",:2.23,:45%,:1.53,:57%,:2.48,:42%,:65%,:2.6,http://ufcstats.com/fighter-details/d468288756ae3982
Aleksandra Albu,3-2-0,"5' 2""",115 lbs.,"63""",Orthodox,"Jul 14, 1990",:4.83,:47%,:5.56,:38%,:2.27,:50%,:77%,:0.4,http://ufcstats.com/fighter-details/e76d9f656ceb82ab
Yuji Hisamatsu,16-22-6,"5' 10""",185 lbs.,--,,"Sep 18, 1971",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/8332a607df696345
Michelle Montague,7-0-0,"5' 9""",135 lbs.,"68""",Southpaw,"Nov 25, 1993",:2.73,:46%,:3.20,:41%,:5.00,:71%,:0%,:0.0,http://ufcstats.com/fighter-details/ca80d72da81d7224
Wataru Yamauchi,7-2-0,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1999",:4.01,:52%,:3.57,:62%,:0.00,:0%,:66%,:0.0,http://ufcstats.com/fighter-details/d8bf3df51ff3a270
Rob Broughton,16-7-1,"6' 2""",265 lbs.,"74""",Orthodox,"Mar 03, 1983",:2.83,:60%,:2.54,:51%,:0.00,:0%,:26%,:3.2,http://ufcstats.com/fighter-details/a7d687e6ecb30981
Myktybek Orolbai,14-2-1,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 10, 1998",:3.11,:48%,:3.08,:50%,:5.82,:45%,:40%,:0.7,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1
TJ Waldburger,16-9-0,"5' 11""",170 lbs.,"75""",Orthodox,"Apr 25, 1988",:2.02,:51%,:2.39,:40%,:3.03,:46%,:40%,:4.8,http://ufcstats.com/fighter-details/8f2939f5fd9cca1e
Rustam Khabilov,24-4-0,"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986",:1.98,:34%,:2.16,:65%,:3.95,:41%,:61%,:0.1,http://ufcstats.com/fighter-details/9b7694d064a8a0ad
Jason Gilliam,14-9-0,"6' 0""",170 lbs.,--,Orthodox,"Oct 31, 1972",:0.79,:33%,:3.14,:42%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/91720876db0ee468
Onassis Parungao,2-1-0,"5' 11""",200 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/96d173b7f92aa520
Ivan Valenzuela,8-2-0,"6' 2""",185 lbs.,"77""",Orthodox,"Nov 17, 1992",:0.00,:0%,:9.60,:33%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/45b82ebf0b9e0fd2
Mitch Clarke,11-5-0,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 24, 1985",:2.35,:34%,:3.27,:47%,:0.64,:15%,:50%,:0.4,http://ufcstats.com/fighter-details/c76ec2bc3a57666a
Leah Letson,5-3-0,"5' 7""",145 lbs.,"71""",Southpaw,"Aug 21, 1992",:3.06,:41%,:3.84,:52%,:0.51,:50%,:76%,:0.0,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7
Damacio Page,19-10-0,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 30, 1982",:2.05,:38%,:2.47,:51%,:2.63,:64%,:23%,:0.9,http://ufcstats.com/fighter-details/c96e2ae6021144a1
Dakota Cochrane,29-12-0,"5' 8""",155 lbs.,--,,"May 01, 1986",:2.66,:75%,:2.66,:30%,:4.43,:33%,:0%,:0.0,http://ufcstats.com/fighter-details/8fa7e0bc052185ce
Anthony Drilich,8-2-0,"5' 5""",125 lbs.,"65""",Southpaw,"Mar 17, 1994",:5.80,:31%,:5.07,:40%,:0.00,:0%,:55%,:0.0,http://ufcstats.com/fighter-details/c2c4052f58f54988
Richie Vaculik,10-4-0,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983",:3.69,:46%,:4.09,:57%,:3.00,:45%,:31%,:1.0,http://ufcstats.com/fighter-details/54578e5927adea53
Dwight Joseph,5-0-0,"5' 6""",135 lbs.,--,Switch,"Aug 16, 1989",:2.60,:52%,:2.87,:55%,:1.00,:20%,:20%,:1.0,http://ufcstats.com/fighter-details/34ca93f1791a5c50
Bruno Silva,23-13-0,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 13, 1989",:3.86,:48%,:5.35,:41%,:0.77,:22%,:74%,:0.0,http://ufcstats.com/fighter-details/12ebd7d157e91701
Chris Haseman,20-17-0,"5' 11""",205 lbs.,--,Orthodox,"Jun 02, 1969",:0.93,:70%,:4.67,:28%,:0.00,:0%,:40%,:2.0,http://ufcstats.com/fighter-details/5bd533d50c8e7b8a
Olivier Murad,6-0-0,"5' 10""",145 lbs.,"72""",Southpaw,"Dec 21, 1993",:2.60,:36%,:2.20,:61%,:1.00,:100%,:55%,:0.0,http://ufcstats.com/fighter-details/c3dd69333eb8085a
Tommy Cuozzi Jr.,8-1-0,"5' 9""",145 lbs.,"71""",Orthodox,"Aug 31, 1999",:2.43,:17%,:14.22,:34%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/eb49fe2f85ae9526
Joe Pardo,4-6-0,"6' 1""",210 lbs.,--,Southpaw,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/74fefd43f073cd2f
Damian Pinas,8-1-0,"6' 1""",185 lbs.,"79""",Orthodox,"Mar 12, 2002",:9.62,:50%,:7.36,:45%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/fdd22e895a70e4a8
Jared Chaffee,5-2-0,"5' 10""",155 lbs.,--,,"Dec 15, 1984",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/fdf59144e535bc38
Emiliano Sordi,16-7-0,"6' 2""",205 lbs.,--,Orthodox,"Feb 15, 1991",:4.79,:50%,:4.79,:48%,:0.00,:0%,:100%,:8.3,http://ufcstats.com/fighter-details/4c9b84d559822830
Martin Buschkamp,9-0-0 (1 NC),"5' 9""",145 lbs.,--,Orthodox,"Jan 06, 1991",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/8fc30d8cebb17116
Kenichi Yamamoto,5-12-2,"6' 0""",170 lbs.,--,Orthodox,"Jul 11, 1976",:0.30,:46%,:1.93,:38%,:0.00,:0%,:10%,:0.3,http://ufcstats.com/fighter-details/9f488f520ed25bbf
Lerryan Douglas,13-5-0,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 27, 1995",:11.67,:87%,:5.00,:66%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/640a0f838f057a81
Nick Gonzalez,17-12-0 (1 NC),"5' 6""",155 lbs.,--,Orthodox,"Mar 03, 1981",:0.59,:20%,:2.35,:33%,:0.00,:0%,:50%,:0.0,http://ufcstats.com/fighter-details/28d8638ea0a71908
Antonio McKee,29-6-2,"5' 8""",155 lbs.,--,Southpaw,"Mar 12, 1970",:1.37,:45%,:0.74,:74%,:1.47,:33%,:57%,:0.0,http://ufcstats.com/fighter-details/3414b50b08a10600
Marius Zaromskis,20-9-0 (1 NC),"5' 9""",170 lbs.,--,Orthodox,"Jul 30, 1980",:5.02,:34%,:5.93,:50%,:0.73,:42%,:73%,:0.0,http://ufcstats.com/fighter-details/abcf7e55a0a9ed89
Brad Scott,11-6-0,"6' 1""",170 lbs.,"76""",Orthodox,"Jun 24, 1989",:3.52,:41%,:4.31,:57%,:0.32,:15%,:63%,:0.7,http://ufcstats.com/fighter-details/34e552520a934063
Abdellah Er-Ramy,7-2-0,"6' 0""",185 lbs.,"74""",Orthodox,"Sep 19, 1996",:0.00,:0%,:8.40,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/b593cd58b0afffb0
Mitch Whitesel,17-27-0 (1 NC),"5' 9""",185 lbs.,--,,"Jul 12, 1981",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/b6debbda44d4a5a0
Drew Brokenshire,16-6-0,--,--,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/aa571d75f80fde7d
John Dixson,15-22-0,"6' 0""",275 lbs.,--,Orthodox,"Oct 15, 1961",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/ad4e9055bf8cd04d
Ricardo Abreu,5-1-0,"5' 11""",185 lbs.,--,Orthodox,"Apr 27, 1984",:3.79,:31%,:3.98,:68%,:2.13,:42%,:100%,:0.7,http://ufcstats.com/fighter-details/aa6e591c2a2cdecd
Junior Tafa,6-4-0,"6' 3""",205 lbs.,"75""",Orthodox,"Sep 21, 1996",:3.19,:51%,:2.49,:51%,:0.00,:0%,:69%,:0.0,http://ufcstats.com/fighter-details/c15fa95b9a12fde4
Hashem Arkhagha,6-1-0,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 11, 1989",:1.84,:44%,:8.97,:43%,:0.00,:0%,:50%,:0.0,http://ufcstats.com/fighter-details/9a7ffa80766caa51
Mike Bencic,1-2-0,"6' 0""",215 lbs.,--,Orthodox,"Jul 03, 1966",:0.00,:0%,:3.32,:53%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/a71feb7ea7592a71
Terrence Mitchell,14-4-0,"5' 10""",135 lbs.,"74""",Orthodox,"Dec 30, 1989",:2.21,:34%,:8.85,:41%,:3.69,:50%,:0%,:0.0,http://ufcstats.com/fighter-details/f3ca6908f78efebe
Luke Stewart,6-3-0,"5' 11""",170 lbs.,--,Orthodox,--,:3.75,:56%,:2.34,:53%,:3.75,:33%,:50%,:1.9,http://ufcstats.com/fighter-details/27b1a406ac171b19
Joao Zeferino,21-9-0,"5' 11""",170 lbs.,--,Orthodox,"Jan 15, 1986",:0.83,:36%,:2.60,:48%,:0.50,:5%,:50%,:1.0,http://ufcstats.com/fighter-details/be4076c9e8d791e3
Augusto Montano,15-3-0,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984",:3.46,:46%,:2.66,:56%,:0.00,:0%,:66%,:0.0,http://ufcstats.com/fighter-details/94508d80e1f885fc
Eperaim Ginting,6-1-0,"5' 4""",135 lbs.,"64""",Orthodox,"Nov 30, 1995",:0.00,:0%,:0.00,:100%,:15.52,:100%,:0%,:0.0,http://ufcstats.com/fighter-details/bad8ed7d714f1493
Cam Teague,9-2-0,"5' 10""",145 lbs.,"69""",Orthodox,"Feb 13, 1998",:5.70,:28%,:18.44,:32%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/b47c9ea5f2895d6e
Michihiro Omigawa,17-14-1,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975",:2.01,:39%,:3.06,:64%,:1.19,:36%,:49%,:1.5,http://ufcstats.com/fighter-details/9f842be1a5337be6
Austin Arnett,16-6-0,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 22, 1991",:4.52,:41%,:6.38,:62%,:0.44,:18%,:57%,:0.2,http://ufcstats.com/fighter-details/bf0e700106d00e55
Sabina Mazo,9-4-0,"5' 7""",125 lbs.,"70""",Orthodox,"Mar 25, 1997",:6.10,:43%,:4.35,:57%,:0.65,:80%,:59%,:0.2,http://ufcstats.com/fighter-details/70d2329a92864fdb
Juan Adams,5-3-0,"6' 5""",265 lbs.,"80""",Orthodox,"Jan 16, 1992",:7.09,:55%,:4.06,:34%,:0.91,:66%,:57%,:0.0,http://ufcstats.com/fighter-details/83b00f7597e5ac83
Eduarda Moura,12-1-0,"5' 6""",125 lbs.,"67""",Orthodox,"Feb 28, 1994",:3.04,:37%,:2.47,:61%,:3.73,:37%,:80%,:0.3,http://ufcstats.com/fighter-details/de594b35c45c2e9a
Joselyne Edwards,16-6-0,"5' 8""",135 lbs.,"70""",Orthodox,"Sep 29, 1995",:4.73,:53%,:3.28,:50%,:1.29,:38%,:61%,:0.5,http://ufcstats.com/fighter-details/f9ab66e67240db7b
Estevan Payan,16-12-0 (1 NC),"5' 10""",145 lbs.,--,Orthodox,"Mar 14, 1982",:4.25,:42%,:3.58,:57%,:0.36,:100%,:60%,:0.4,http://ufcstats.com/fighter-details/d0a5ef38a7778ac2
AJ Fonseca,5-4-0,"5' 4""",145 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/0adf1aacda5e26ac
Young Hwang,8-5-0,"5' 9""",135 lbs.,--,,"Sep 02, 1988",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/8588d14c4952b9fa
Kyle Jensen,4-11-2,"5' 9""",170 lbs.,--,Orthodox,"Jul 20, 1979",:0.00,:0%,:0.92,:60%,:6.92,:100%,:0%,:6.9,http://ufcstats.com/fighter-details/aec273fcb765330d
Nam Phan,21-17-0,"5' 6""",135 lbs.,"70""",Orthodox,"Mar 13, 1983",:4.52,:37%,:6.55,:59%,:0.18,:18%,:60%,:0.2,http://ufcstats.com/fighter-details/80dbeb1dd5b53e64
Tim Kennedy,18-6-0,"5' 11""",185 lbs.,"74""",Orthodox,"Sep 01, 1979",:2.78,:47%,:1.84,:62%,:2.58,:35%,:70%,:0.7,http://ufcstats.com/fighter-details/3c660c90d48fc80d
Alex Reyes,13-5-0,"5' 11""",155 lbs.,"73""",Orthodox,"Oct 02, 1986",:4.46,:46%,:6.92,:48%,:1.50,:28%,:0%,:0.0,http://ufcstats.com/fighter-details/dc07493a87dc0a6e
Sean Santella,17-6-1 (1 NC),"5' 5""",125 lbs.,--,,"Oct 25, 1984",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/39792c2f42c9f527
Lucasz Sudolski,8-1-0,"6' 4""",205 lbs.,"75""",Orthodox,"Jun 15, 1993",:5.70,:67%,:4.89,:28%,:0.00,:0%,:100%,:0.0,http://ufcstats.com/fighter-details/b160e4f251283d70
